681.3092161929371,235.96516413053882,679.5865633074936,213.0730213417552,977.6055124892334,215.71442243276869,979.328165374677,236.84563116087665,1
524.4979493028638,254.9259356457556,316.9681309216193,254.45497176763328,317.82945736434107,237.7260981912145,524.4979493028638,239.2441192226828,1
686.3157854893411,254.04546861541775,686.3157854893411,238.36365219234497,841.0526435319767,238.36365219234497,841.0526435319767,254.04546861541775,1
975.7895015746124,254.04546861541775,842.1052870639535,254.04546861541775,842.1052870639535,238.36365219234497,975.7895015746124,238.36365219234497,1
686.3157854893411,274.95455073078165,686.3157854893411,259.27273430770884,975.7895015746124,259.27273430770884,975.7895015746124,274.95455073078165,1
683.0318690783807,297.59785625418704,683.7318061611757,274.8990335872452,901.6265947997415,274.8990335872452,902.6701119724376,297.59785625418704,1
901.8087855297158,298.47832328452483,901.8087855297158,273.8252464350656,975.8828596037898,275.58618049574125,976.7441860465116,300.23925734520054,1
122.10526813832364,329.3182029231266,122.10526813832364,284.36365219234494,137.89474132449126,284.36365219234494,137.89474132449126,329.3182029231266,1
122.10526813832364,371.13636715385445,122.10526813832364,334.54546861541775,137.89474132449126,334.54546861541775,137.89474132449126,371.13636715385445,1
117.89474132449128,446.4091014615633,117.89474132449128,380.54546861541775,137.89474132449126,380.54546861541775,137.89474132449126,446.4091014615633,1
120.73684100956879,590.7863826308139,98.92631116763566,587.6918032676572,118.71579192405522,450.1099520214255,140.52632176598837,453.20449269218346,1
561.1764550024225,563.9920125430664,555.5418029312016,541.6069895295004,683.0960816375969,509.9359068825366,688.7306958575581,532.3209298961025,1
583.4737615067829,591.6227962155469,575.0526889534883,566.5318589847114,663.4737615067829,537.2591246770025,671.8948340600775,562.350061907838,1
243.10077519379846,109.9879414298019,414.26356589147287,150.55986218776917,1
133.95348837209303,121.3987941429802,223.25581395348837,206.34625322997417,1
751.6279069767442,120.13092161929372,889.3023255813953,156.89922480620154,1
457.6744186046512,98.5770887166236,708.2170542635658,139.14900947459088,1
528.3720930232558,163.23858742463395,643.7209302325581,197.4711455641688,1
926.3565891472869,134.7114556416882,999.2248062015503,152.9371231696813,1
917.8294573643411,152.14470284237726,994.5736434108527,172.74763135228253,1
865.8914728682171,175.12489233419467,981.3953488372093,195.7278208440999,1
779.0697674418604,175.12489233419467,852.7131782945736,198.8975021533161,1
648.062015503876,212.36864771748492,668.2170542635658,296.36520241171405,1
225.58139534883722,186.21877691645133,354.26356589147287,207.61412575366063,1
497.6744186046512,301.11972437553834,530.2325581395348,320.1378122308355,1
559.6899224806201,299.5348837209302,605.4263565891473,322.5150732127476,1
647.2868217054263,301.9121447028424,690.6976744186046,324.0999138673557,1
737.984496124031,302.70456503014645,799.2248062015503,323.30749354005167,1
788.3720930232558,323.30749354005167,834.1085271317829,339.9483204134367,1
836.4341085271318,303.49698535745046,872.0930232558139,322.5150732127476,1
862.015503875969,321.7226528854436,883.7209302325581,339.9483204134367,1
908.6993970714901,302.880658436214,965.1162790697674,322.5150732127476,1
962.7906976744185,321.7226528854436,1000.7751937984495,339.9483204134367,1
934.1085271317829,461.98105081826014,1004.6511627906976,491.30060292850993,1
758.9147286821706,461.98105081826014,837.2093023255813,491.30060292850993,1
828.6821705426356,492.885443583118,917.8294573643411,517.4504737295435,1
763.5658914728682,492.885443583118,816.2790697674418,519.0353143841515,1
200.0,466.73557278208443,312.4031007751938,490.5081826012059,1
157.36434108527132,325.68475452196384,294.5736434108527,346.2876830318691,1
396.1240310077519,301.11972437553834,468.2170542635659,321.7226528854436,1
297.5267626430417,212.82145933308723,470.2842377260982,235.4620401132029,1
226.65190107050572,159.2387514868135,296.7884828349945,182.63401829293304,1
183.09339239571798,205.27459907304868,289.405684754522,224.1417497231451,1
183.09339239571798,224.1417497231451,290.14396456256924,246.0276444772569,1
182.35511258767073,247.5370165292646,287.9291251384275,270.9322833353841,1
183.09339239571798,270.9322833353841,287.9291251384275,294.32755014150365,1
296.7884828349945,261.121364997334,617.9401993355482,279.23382962142654,1
300.4798818752307,281.2463256907701,640.0885935769656,300.1134763408665,1
169.06607604282024,298.10098027152293,355.1125876707272,318.477502973627,1
431.97006148088747,498.4050610353738,527.1317829457365,521.3579256883187,1
687.5167067628977,523.543912798123,912.0556001069234,553.0547387804806,1
126.16947340283348,529.0088805726336,160.3849238171612,612.0763907451959,1
165.7310879443999,524.6369063530251,281.20823309275596,546.4967774510677,1
294.03902699812886,530.1018741275358,433.03929430633525,554.1477323353827,1
316.4929163325314,555.2407258902849,554.9318364073778,578.1935905432297,1
292.4594785059901,578.4668389319552,546.8639887244539,599.3579202881529,1
290.34531360112754,598.637538172422,475.6871035940803,615.9267089499648,1
164.9048625792812,545.3292616083314,276.95560253699784,566.94072508026,1
162.0859760394644,565.4999608487981,274.8414376321353,587.8318064364576,1
159.26708949964762,587.1114243207267,272.0225510923185,609.4432699083862,1
130.3735024665257,614.4859447185029,204.369274136716,637.5381724218934,1
396.0535588442565,615.9267089499648,448.2029598308668,638.9789366533553,1
589.1472868217054,612.32479837131,655.3911205073995,633.9362618432386,1
673.0091613812544,613.045180487041,726.568005637773,638.9789366533553,1
786.4693446088795,611.604416255579,897.1106412966877,633.9362618432386,1
148.14814814814815,210.90120266692185,174.56215905828307,289.5562573771015,1
996.8418030433534,298.94790570070495,1020.9589434395634,519.651641305388,1
115.99196095320126,212.0751587073723,148.14814814814815,276.6427409321466,1
181.4527706000574,490.302740294127,330.7493540051679,518.4776852649376,1
